Owner	Name	Position	Start	End	Last	Cut	Now	2025	2026	2027
Luke	Jamaal Quinn	RB	2011	2011	$275	2011		$0	$0	$0
Patrick	Jeremy Kerley	WR	2011	2013	$1	2011		$0	$0	$0
Luke	Jordan Shipley	WR	2010	2011	$8	2011		$0	$0	$0
Jason	Alterraun Verner	DB	FA	2011	$1	2011		$0	$0	$0
Anthony	Heath Miller	TE	2011	2011	$2	2011		$0	$0	$0
Anthony	Roy Williams	WR	2011	2011	$32	2011		$0	$0	$0
Anthony	Ryan Torain	RB	2011	2013	$5	2011		$0	$0	$0
Schexes	Robert Quinn	DL	2011	2013	$1	2011		$0	$0	$0
Koci/Mueller	James Jones	WR	2010	2012	$10	2011		$0	$0	$0
Koci/Mueller	Derek Hagan	WR	FA	2011	$1	2011		$0	$0	$0
Luke	Rahim Moore	DB	2011	2013	$1	2011		$0	$0	$0
Schexes	Colin McCarthy	LB	2011	2013	$1	2011		$0	$0	$0
Luke	Cecil Shorts	WR	2011	2013	$1	2011		$0	$0	$0
Keyon	Mike Kafka	QB	FA	2011	$2	2011		$0	$0	$0
Anthony	Stephen Gostkowski	K	2011	2011	$1	2011		$0	$0	$0
Keyon	Lee Evans	WR	2011	2011	$5	2011		$0	$0	$0
Koci/Mueller	Matt Flynn	QB	FA	2011	$1	2011		$0	$0	$0
Anthony	LaRon Landry	DB	2011	2011	$1	2011		$0	$0	$0
Schexes	John Skelton	QB	2010	2012	$1	2011		$0	$0	$0
Luke	Ndamukong Suh	DL	2011	2013	$1	2011		$0	$0	$0
Luke	Earl Thomas	DB	2010	2012	$1	2011		$0	$0	$0
Anthony	Tramon Williams	DB	2011	2012	$1	2011		$0	$0	$0
Koci/Mueller	Derrick Ward	RB	FA	2011	$7	2011		$0	$0	$0
Keyon	Paris Lenon	LB	FA	2011	$1	2011		$0	$0	$0
Keyon	Chris Cooley	TE	2011	2013	$1	2011		$0	$0	$0
Anthony	Da'Quan Bowers	DL	2011	2013	$1	2011		$0	$0	$0
Anthony	Clay Matthews	LB	2011	2011	$3	2011		$0	$0	$0
Schexes	David Garrard	QB	2011	2011	$1	2011		$0	$0	$0
Mike	Terrell Thomas	DB	2011	2013	$3	2011		$0	$0	$0
Luke	Donald Jones	WR	FA	2011	$1	2011		$0	$0	$0
Patrick	Danny Amendola	WR	FA	2011	$3	2011		$0	$0	$0
Koci/Mueller	Jerome Harrison	RB	2009	2011	$1	2011		$0	$0	$0
Keyon	Kyle Orton	QB	2011	2013	$13	2011		$0	$0	$0
Keyon	Rob Bironas	K	2011	2011	$1	2011		$0	$0	$0
Justin	Vince Young	QB	FA	2011	$1	2011		$0	$0	$0
Anthony	James Casey	TE	FA	2011	$1	2011		$0	$0	$0
Anthony	Jeremy Shockey	TE	FA	2011	$1	2011		$0	$0	$0
Schexes	Mikel Leshoure	RB	2011	2013	$7	2011		$0	$0	$0
Anthony	Eric Weddle	DB	2011	2011	$2	2011		$0	$0	$0
Mike	Mario Williams	DL	2009	2011	$19	2011		$0	$0	$0
Koci/Mueller	Michael Johnson	DL	FA	2011	$1	2011		$0	$0	$0
Justin	Dwayne Harris	WR	2011	2011	$13	2011		$0	$0	$0
Keyon	Ricky Williams	RB	2011	2011	$1	2011		$0	$0	$0
Patrick	Donovan McNabb	QB	2011	2013	$5	2011		$0	$0	$0
Luke	David Akers	K	2011	2011	$1	2011		$0	$0	$0
Luke	Kenny Phillips	DB	FA	2011	$1	2011		$0	$0	$0
Luke	Javon Ringer	RB	FA	2011	$1	2011		$0	$0	$0
Justin	Donte Whitner	DB	2011	2011	$1	2011		$0	$0	$0
Anthony	Joel Dreessen	TE	FA	2011	$1	2011		$0	$0	$0
Koci/Mueller	Brian Robison	DL	FA	2011	$1	2011		$0	$0	$0
Koci/Mueller	Andre Roberts	WR	2011	2013	$1	2011		$0	$0	$0
Koci/Mueller	Todd Heap	TE	2011	2013	$1	2011		$0	$0	$0
Schexes	Lawrence Tynes	K	FA	2011	$3	2011		$0	$0	$0
Justin	Rian Lindell	K	FA	2011	$1	2011		$0	$0	$0
Justin	Richard Seymour	DL	FA	2011	$1	2011		$0	$0	$0
Koci/Mueller	Brandon Gibson	WR	FA	2011	$1	2011		$0	$0	$0
Koci/Mueller	Kevin Walter	WR	FA	2011	$1	2011		$0	$0	$0
Koci/Mueller	Robbie Gould	K	FA	2011	$1	2011		$0	$0	$0
Koci/Mueller	Troy Polamalu	DB	FA	2011	$1	2011		$0	$0	$0
Patrick	Earnest Graham	RB	FA	2011	$15	2011		$0	$0	$0
Patrick	Hines Ward	WR	2011	2011	$15	2011		$0	$0	$0
Patrick	Jason Snelling	RB	FA	2011	$1	2011		$0	$0	$0
Luke	DeAndre Levy	LB	FA	2011	$1	2011		$0	$0	$0
Luke	Kavell Conner	LB	FA	2011	$4	2011		$0	$0	$0
Jason	Dawan Landry	DB	FA	2011	$1	2011		$0	$0	$0
Jason	Devin McCourty	DB	FA	2011	$1	2011		$0	$0	$0
Jason	Evan Moore	TE	FA	2011	$1	2011		$0	$0	$0
Mike	Anthony Gonzalez	WR	2011	2011	$1	2011		$0	$0	$0
Schexes	Connor Barth	K	FA	2011	$2	2011		$0	$0	$0
Justin	James Anderson	LB	FA	2011	$1	2011		$0	$0	$0
Luke	Ed Dickson	TE	FA	2011	$1	2011		$0	$0	$0
Luke	Quintin Mikell	DB	FA	2011	$1	2011		$0	$0	$0
Justin	Rex Grossman	QB	FA	2011	$1	2011		$0	$0	$0
Anthony	Isaac Redman	RB	FA	2011	$9	2011		$0	$0	$0
Anthony	Lawrence Timmons	LB	2011	2011	$6	2011		$0	$0	$0
Schexes	Greg Hardy	DL	FA	2011	$1	2011		$0	$0	$0
Schexes	Taylor Price	WR	2010	2012	$1	2011		$0	$0	$0
Schexes	Martellus Bennett	TE	2009	2011	$7	2011		$0	$0	$0
Schexes	Rob Housler	TE	2011	2013	$1	2011		$0	$0	$0
Justin	Quinn Tillman	DB	FA	2011	$1	2011		$0	$0	$0
Justin	Johnny Knox	WR	2010	2011	$35	2011		$0	$0	$0
Justin	J.J. Watt	DL	2011	2011	$1	2011		$0	$0	$0
Koci/Mueller	Chris Clemons	DL	FA	2011	$1	2011		$0	$0	$0
Koci/Mueller	Marcedes Lewis	TE	2011	2013	$24	2011		$0	$0	$0
Keyon	Antoine Winfield	DB	2009	2011	$1	2011		$0	$0	$0
Keyon	Demaryius Thomas	WR	FA	2011	$4	2011		$0	$0	$0
Justin	Heath Miller	TE	FA	2011	$1	2011		$0	$0	$0
Justin	Kevin Faulk	RB	FA	2011	$1	2011		$0	$0	$0
Justin	Patrick Chung	DB	2011	2011	$1	2011		$0	$0	$0
Patrick	Alfonso Smith	RB	FA	2011	$5	2011		$0	$0	$0
Patrick	Curtis Painter	QB	FA	2011	$2	2011		$0	$0	$0
Jason	Kevin Walter	WR	FA	2011	$1	2011		$0	$0	$0
Patrick	John Skelton	QB	FA	2011	$1	2011		$0	$0	$0
Anthony	Mike Nugent	K	FA	2011	$1	2011		$0	$0	$0
Koci/Mueller	Kregg Lumpkin	RB	FA	2011	$1	2011		$0	$0	$0
Keyon	Rolando McClain	LB	FA	2011	$1	2011		$0	$0	$0
Anthony	Pierre Thomas	RB	2011	2011	$22	2011		$0	$0	$0
Anthony	Austin Collie	WR	2011	2012	$28	2011		$0	$0	$0
Anthony	Braylon Edwards	WR	2011	2013	$15	2011		$0	$0	$0
Anthony	Deji Karim	RB	FA	2011	$3	2011		$0	$0	$0
Patrick	Rob Bironas	K	FA	2011	$1	2011		$0	$0	$0
Luke	Greg Salas	WR	FA	2011	$1	2011		$0	$0	$0
Luke	Calvin Pace	DL	2010	2012	$1	2011		$0	$0	$0
Luke	Trent Cole	DL	2009	2011	$4	2011		$0	$0	$0
Jason	Olindo Mare	K	FA	2011	$1	2011		$0	$0	$0
Koci/Mueller	Michael Jenkins	WR	FA	2011	$10	2011		$0	$0	$0
Luke	Jackie Battle	RB	FA	2011	$20	2011		$0	$0	$0
Luke	Thomas Jones	RB	FA	2011	$80	2011		$0	$0	$0
Luke	Zach Miller (SEA)	TE	2010	2012	$7	2011		$0	$0	$0
Koci/Mueller	Justin Smith	DL	FA	2011	$1	2011		$0	$0	$0
Koci/Mueller	Kam Chancellor	DB	FA	2011	$1	2011		$0	$0	$0
Koci/Mueller	Robbie Gould	K	FA	2011	$1	2011		$0	$0	$0
Koci/Mueller	Brad Smith	WR	FA	2011	$2	2011		$0	$0	$0
Koci/Mueller	Jabar Gaffney	WR	FA	2011	$4	2011		$0	$0	$0
Koci/Mueller	Ryan Torain	RB	FA	2011	$10	2011		$0	$0	$0
Koci/Mueller	Visanthe Shiancoe	TE	FA	2011	$11	2011		$0	$0	$0
Keyon	Chad Johnson	WR	2011	2011	$30	2011		$0	$0	$0
Luke	Brent Celek	TE	2010	2012	$27	2011		$0	$0	$0
Anthony	Eric Weddle	DB	FA	2011	$3	2011		$0	$0	$0
Anthony	Preston Parker	WR	FA	2011	$4	2011		$0	$0	$0
Justin	Michael Hoomanawanui	TE	2010	2012	$1	2012		$0	$0	$0
Justin	Marion Barber	RB	2011	2013	$1	2012		$0	$0	$0
Justin	Dallas Clark	TE	2011	2013	$75	2012		$0	$0	$0
Justin	Reggie Wayne	WR	2011	2013	$101	2012		$0	$0	$0
Patrick	Michael Turner	RB	2011	2012	$175	2012		$0	$0	$0
Patrick	Jermichael Finley	TE	2011	2013	$70	2012		$0	$0	$0
Patrick	Ryan Grant	RB	2011	2013	$65	2012		$0	$0	$0
Koci/Mueller	Kellen Winslow	TE	2011	2013	$11	2012		$0	$0	$0
Koci/Mueller	Patrick Willis	LB	2010	2012	$37	2012		$0	$0	$0
Koci/Mueller	Elvis Dumervil	DL	2011	2013	$8	2012		$0	$0	$0
Koci/Mueller	Yeremiah Bell	DB	2010	2012	$15	2012		$0	$0	$0
Koci/Mueller	Ray Lewis	LB	2010	2012	$1	2012		$0	$0	$0
Koci/Mueller	Mike Williams (FA)	WR	2010	2012	$1	2012		$0	$0	$0
Koci/Mueller	Stephen Tulloch	LB	2011	2013	$2	2012		$0	$0	$0
Koci/Mueller	Mike Sims-Walker	WR	2011	2013	$5	2012		$0	$0	$0
Luke	Montario Hardesty	RB	2011	2013	$1	2012		$0	$0	$0
Justin	Donald Driver	WR	2011	2013	$1	2012		$0	$0	$0
Mike	D.J. Williams	LB	2010	2012	$11	2012		$0	$0	$0
Mike	Eddie Royal	WR	2011	2013	$1	2012		$0	$0	$0
Mike	Brandon Tate	WR	2011	2013	$1	2012		$0	$0	$0
Keyon	Santonio Holmes	WR	2011	2013	$30	2012		$0	$0	$0
Keyon	Adrian Clayborn	DL	2011	2013	$1	2012		$0	$0	$0
Keyon	Blaine Gabbert	QB	2011	2013	$7	2012		$0	$0	$0
Keyon	Delone Carter	RB	2011	2012	$13	2012		$0	$0	$0
Keyon	Steve Breaston	WR	2011	2013	$1	2012		$0	$0	$0
Brett	Jaiquawn Jarrett	DB	2011	2013	$1	2012		$0	$0	$0
Brett	Alex Green	RB	2011	2013	$2	2012		$0	$0	$0
Brett	Luke Stocker	TE	2011	2013	$1	2012		$0	$0	$0
Brett	Clyde Gates	WR	2011	2013	$1	2012		$0	$0	$0
Jason	Chad Henne	QB	2010	2012	$15	2012		$0	$0	$0
Jason	Tony Moeaki	TE	2010	2012	$1	2012		$0	$0	$0
Jason	Arrelious Benn	WR	2010	2012	$15	2012		$0	$0	$0
Schexes	Colt McCoy	QB	2010	2012	$12	2012		$0	$0	$0
Schexes	Miles Austin	WR	2010	2012	$125	2012		$0	$0	$0
Anthony	Tarvaris Jackson	QB	2011	2013	$6	2012		$0	$0	$0
Anthony	Brandon Jacobs	RB	2011	2012	$10	2012		$0	$0	$0
Anthony	Cadillac Williams	RB	2011	2012	$1	2012		$0	$0	$0
Anthony	DeSean Jackson	WR	2011	2012	$134	2012		$0	$0	$0
Justin	Jabar Gaffney	WR	2012	2012	$1	2012		$0	$0	$0
Luke	Danario Alexander	WR	2011	2013	$3	2012		$0	$0	$0
Justin	Deion Branch	WR	2012	2012	$5	2012		$0	$0	$0
Jason	Neil Rackers	K	2011	2013	$1	2012		$0	$0	$0
Koci/Mueller	Jahvid Best	RB	2010	2012	$28	2012		$0	$0	$0
Patrick	Blair Walsh	K	2012	2012	$1	2012		$0	$0	$0
Quinn	Casey Hayward	DB	2012	2012	$1	2012		$0	$0	$0
Brett	Randy Bullock	K	2012	2012	$1	2012		$0	$0	$0
Anthony	Kellen Winslow	TE	2012	2012	$10	2012		$0	$0	$0
Anthony	Terrell Owens	WR	2012	2012	$8	2012		$0	$0	$0
Justin	Cliff Avril	DL	2012	2012	$13	2012		$0	$0	$0
Anthony	Vince Young	QB	2012	2012	$5	2012		$0	$0	$0
Koci/Mueller	Santana Moss	WR	2010	2012	$35	2012		$0	$0	$0
Justin	Colin McCarthy	LB	2012	2012	$15	2012		$0	$0	$0
Quinn	Cole Beasley	WR	2012	2012	$2	2012		$0	$0	$0
Mitch	Marvin Jones	WR	2012	2012	$1	2012		$0	$0	$0
Justin	Calais Campbell	DL	2012	2012	$7	2012		$0	$0	$0
Justin	Donald Jones	WR	FA	2012	$1	2012		$0	$0	$0
Quinn	Dion Lewis	RB	2012	2014	$1	2012		$0	$0	$0
Quinn	Tony Moeaki	TE	2012	2012	$11	2012		$0	$0	$0
Anthony	Tim Hightower	RB	2011	2013	$18	2012		$0	$0	$0
Luke	Dwayne Harris	WR	2012	2014	$2	2012		$0	$0	$0
Koci/Mueller	Marcus Thigpen	RB	FA	2012	$1	2012		$0	$0	$0
Anthony	Chris Houston	DB	2012	2012	$1	2012		$0	$0	$0
Quinn	Lestar Jean	WR	2012	2013	$10	2012		$0	$0	$0
Justin	Stephen Tulloch	LB	2012	2012	$10	2012		$0	$0	$0
Koci/Mueller	Henry Melton	DL	FA	2012	$1	2012		$0	$0	$0
Justin	Kamerion Wimbley	LB	FA	2012	$3	2012		$0	$0	$0
Justin	Morgan Burnett	DB	2012	2012	$8	2012		$0	$0	$0
Quinn	Keiland Williams	RB	2012	2012	$12	2012		$0	$0	$0
Quinn	Garrett Hartley	K	2012	2012	$1	2012		$0	$0	$0
Koci/Mueller	Alex Henery	K	2011	2013	$1	2012		$0	$0	$0
Anthony	Austin Collie	WR	FA	2012	$1	2012		$0	$0	$0
Anthony	Zach Miller	TE	FA	2012	$1	2012		$0	$0	$0
Quinn	Beanie Wells	RB	2012	2012	$55	2012		$0	$0	$0
Justin	Andre Holmes	WR	2012	2014	$1	2012		$0	$0	$0
Patrick	Akeem Dent	LB	2012	2014	$1	2012		$0	$0	$0
Patrick	Brian Urlacher	LB	2011	2013	$3	2012		$0	$0	$0
Patrick	Danieal Manning	DB	2010	2012	$2	2012		$0	$0	$0
Brett	Dane Sanzenbacher	WR	2011	2013	$1	2012		$0	$0	$0
Brett	Early Doucet	WR	2012	2012	$2	2012		$0	$0	$0
Quinn	Knowshon Moreno	RB	2012	2012	$4	2012		$0	$0	$0
Justin	Braylon Edwards	WR	2012	2014	$2	2012		$0	$0	$0
Anthony	Sebastian Janikowski	K	2012	2012	$4	2012		$0	$0	$0
Luke	Josh Gordon	WR	2012	2014	$4	2012		$0	$0	$0
Luke	LaMichael James	RB	2012	2014	$13	2012		$0	$0	$0
Quinn	Marcus Thigpen	RB	FA	2012	$1	2012		$0	$0	$0
Mike	Brian Orakpo	LB	2012	2014	$1	2012		$0	$0	$0
Luke	Trindon Holliday	WR	2012	2014	$3	2012		$0	$0	$0
Luke	Juron Criner	WR	2012	2014	$4	2012		$0	$0	$0
Anthony	Santonio Holmes	WR	2012	2012	$42	2012		$0	$0	$0
Anthony	Jonathan Dwyer	RB	2012	2012	$27	2012		$0	$0	$0
Luke	Roy Helu	RB	2011	2013	$25	2012		$0	$0	$0
Luke	Ryan Williams	RB	2011	2013	$25	2012		$0	$0	$0
Anthony	Darian Stewart	DB	2012	2013	$2	2012		$0	$0	$0
Anthony	Mychal Kendricks	LB	2012	2014	$1	2012		$0	$0	$0
Luke	Dexter McCluster	WR	2010	2012	$8	2012		$0	$0	$0
Patrick	Jason Campbell	QB	2010	2012	$5	2012		$0	$0	$0
Patrick	Robbie Gould	K	2012	2012	$1	2012		$0	$0	$0
Anthony	Pat Angerer	LB	2012	2014	$1	2012		$0	$0	$0
Mike	Steve Slaton	RB	2012	2012	$1	2012		$0	$0	$0
Koci/Mueller	Ramses Barden	WR	FA	2012	$6	2012		$0	$0	$0
Koci/Mueller	Taiwan Jones	RB	2012	2014	$3	2012		$0	$0	$0
Patrick	Bernard Scott	RB	2010	2012	$15	2012		$0	$0	$0
Anthony	Kevin Smith	RB	2012	2012	$47	2012		$0	$0	$0
Jason	Evan Royster	RB	2012	2014	$5	2012		$0	$0	$0
Anthony	Kellen Davis	TE	2012	2012	$6	2012		$0	$0	$0
Koci/Mueller	Jabaal Sheard	DL	2012	2014	$3	2012		$0	$0	$0
Koci/Mueller	Matt Bryant	K	FA	2012	$1	2012		$0	$0	$0
Mike	Tommy Kelly	DL	2012	2014	$1	2012		$0	$0	$0
Keyon	Nick Novak	K	FA	2012	$1	2012		$0	$0	$0
Keyon	Quentin Mikell	DB	FA	2012	$1	2012		$0	$0	$0
Brett	Shayne Graham	K	FA	2012	$1	2012		$0	$0	$0
Mike	D.J. Smith	LB	FA	2012	$1	2012		$0	$0	$0
Quinn	Baron Batch	RB	FA	2012	$1	2012		$0	$0	$0
Keyon	Chris Ivory	RB	2012	2012	$1	2012		$0	$0	$0
Mitch	Jordan Norwood	WR	FA	2012	$1	2012		$0	$0	$0
Patrick	Rey Maualuga	LB	FA	2012	$1	2012		$0	$0	$0
Patrick	Phil Dawson	K	FA	2012	$1	2012		$0	$0	$0
Anthony	Quinn Woodson	DB	FA	2012	$1	2012		$0	$0	$0
Koci/Mueller	Geno Atkins	DL	FA	2012	$1	2012		$0	$0	$0
Luke	Donald Jones	WR	FA	2012	$1	2012		$0	$0	$0
Justin	Nate Kaeding	K	2011	2013	$1	2012		$0	$0	$0
Anthony	Bruce Carter	LB	FA	2012	$1	2012		$0	$0	$0
Luke	Greg Little	WR	2011	2013	$26	2012		$0	$0	$0
Koci/Mueller	LaVon Brazill	WR	2012	2014	$4	2012		$0	$0	$0
Mitch	DeVier Posey	WR	2012	2012	$1	2012		$0	$0	$0
Mike	Jon Beason	LB	2012	2014	$5	2012		$0	$0	$0
Mike	Barrett Ruud	LB	2012	2014	$1	2012		$0	$0	$0
Mike	Aaron Williams	DB	2011	2013	$1	2012		$0	$0	$0
Keyon	Bilal Powell	RB	FA	2012	$16	2012		$0	$0	$0
Keyon	Cliff Avril	DL	FA	2012	$1	2012		$0	$0	$0
Luke	DeAngelo Hall	DB	FA	2012	$1	2012		$0	$0	$0
Patrick	Quinn Godfrey	DB	FA	2012	$1	2012		$0	$0	$0
Anthony	Stephen Nicholas	LB	FA	2012	$1	2012		$0	$0	$0
Luke	K.J. Wright	LB	FA	2012	$1	2012		$0	$0	$0
Patrick	Ryan Grant	RB	FA	2012	$2	2012		$0	$0	$0
Quinn	Brandon Bolden	RB	FA	2012	$11	2012		$0	$0	$0
Luke	Mario Manningham	WR	2010	2012	$1	2012		$0	$0	$0
Koci/Mueller	Bernard Pollard	DB	FA	2012	$1	2012		$0	$0	$0
Anthony	Nate Burleson	WR	2012	2012	$17	2012		$0	$0	$0
Keyon	Julian Edelman	WR	2012	2014	$1	2012		$0	$0	$0
Luke	Brandon Boykin	DB	2012	2014	$1	2012		$0	$0	$0
Luke	Ryan Kerrigan	LB	2011	2013	$1	2012		$0	$0	$0
Quinn	Kurt Coleman	DB	FA	2012	$1	2012		$0	$0	$0
Justin	Ray Lewis	LB	FA	2012	$5	2012		$0	$0	$0
Anthony	Reggie Nelson	DB	2012	2012	$3	2012		$0	$0	$0
Anthony	Larry Foote	LB	FA	2012	$1	2012		$0	$0	$0
Anthony	William Powell	RB	FA	2012	$6	2012		$0	$0	$0
Justin	Michael Griffin	DB	FA	2012	$2	2012		$0	$0	$0
Justin	Dwan Edwards	DL	FA	2012	$2	2012		$0	$0	$0
Mike	Ndamukong Suh	DL	2012	2014	$1	2012		$0	$0	$0
Quinn	Adam Vinatieri	K	FA	2012	$1	2012		$0	$0	$0
Quinn	Jason Babin	LB	2012	2013	$10	2012		$0	$0	$0
Quinn	Robert Ayers	DL	FA	2012	$1	2012		$0	$0	$0
Koci/Mueller	Byron Leftwich	QB	FA	2012	$22	2012		$0	$0	$0
Koci/Mueller	Henry Melton	DL	FA	2012	$1	2012		$0	$0	$0
Koci/Mueller	Josh Gordon	WR	FA	2012	$24	2012		$0	$0	$0
Luke	Greg Zuerlein	K	FA	2012	$1	2012		$0	$0	$0
Anthony	Phil Dawson	K	FA	2012	$1	2012		$0	$0	$0
Keyon	Nick Barnett	LB	2012	2012	$1	2012		$0	$0	$0
Koci/Mueller	Rob Housler	TE	2012	2014	$1	2012		$0	$0	$0
Keyon	Jeremy Mincey	DL	FA	2012	$1	2012		$0	$0	$0
Patrick	Taiwan Jones	RB	FA	2012	$1	2012		$0	$0	$0
Koci/Mueller	Garrett Hartley	K	FA	2012	$1	2012		$0	$0	$0
Koci/Mueller	Graham Harrell	QB	FA	2012	$2	2012		$0	$0	$0
Luke	Jeremy Maclin	WR	2011	2013	$75	2012		$0	$0	$0
Anthony	Brandon LaFell	WR	2010	2012	$4	2012		$0	$0	$0
Luke	Charlie Batch	QB	FA	2012	$5	2012		$0	$0	$0
Luke	Stevie Brown	DB	FA	2012	$1	2012		$0	$0	$0
Luke	Bruce Carter	LB	FA	2012	$5	2012		$0	$0	$0
Luke	Alex Henery	K	FA	2012	$21	2012		$0	$0	$0
Quinn	DeSean Jackson	WR	2012	2012	$90	2012		$0	$0	$0
Patrick	Phillip Tanner	RB	FA	2012	$10	2012		$0	$0	$0
Anthony	Graham Gano	K	FA	2012	$13	2012		$0	$0	$0
Brett	Brandon Graham	DL	2010	2012	$1	2012		$0	$0	$0
Luke	Cameron Wake	DL/LB	2012	2012	$28	2012		$0	$0	$0
Mike	Jason Snelling	RB	2012	2012	$6	2012		$0	$0	$0
Justin	Shayne Graham	K	FA	2012	$3	2012		$0	$0	$0
Anthony	Jason Campbell	QB	FA	2012	$7	2012		$0	$0	$0
Anthony	Glover Quin	DB	FA	2012	$1	2012		$0	$0	$0
Patrick	Colt McCoy	QB	FA	2012	$1	2012		$0	$0	$0
Koci/Mueller	Robbie Gould	K	FA	2012	$1	2012		$0	$0	$0
Justin	Akeem Ayers	LB	FA	2012	$5	2012		$0	$0	$0
Koci/Mueller	Shayne Graham	K	FA	2012	$1	2012		$0	$0	$0
Mike	Kyle Arrington	DB	2012	2014	$1	2012		$0	$0	$0
Koci/Mueller	London Fletcher	LB	2012	2012	$32	2012		$0	$0	$0
Mike	Jo-Lonn Dunbar	LB	FA	2012	$3	2012		$0	$0	$0
Justin	Josh Cribbs	WR	2012	2013	$42	2013		$0	$0	$0
Justin	Earl Bennett	WR	2012	2014	$1	2013		$0	$0	$0
Justin	John Skelton	QB	2012	2014	$15	2013		$0	$0	$0
Justin	Daniel Thomas	RB	2011	2013	$25	2013		$0	$0	$0
Justin	Michael Vick	QB	2011	2013	$185	2013		$0	$0	$0
Justin	DeAngelo Williams	RB	2011	2013	$60	2013		$0	$0	$0
Justin	Jonathan Stewart	RB	2011	2013	$30	2013		$0	$0	$0
Mitch	Brandon Lloyd	WR	2011	2013	$65	2013		$0	$0	$0
Patrick	Leon Washington	RB	2012	2014	$28	2013		$0	$0	$0
Patrick	James Anderson	LB	2012	2014	$5	2013		$0	$0	$0
Patrick	LaRod Stephens-Howling	RB	2012	2014	$3	2013		$0	$0	$0
Patrick	Javon Ringer	RB	2012	2014	$1	2013		$0	$0	$0
Patrick	Devin Hester	WR	2012	2014	$42	2013		$0	$0	$0
Koci/Mueller	Matt Hasselbeck	QB	2011	2013	$2	2013		$0	$0	$0
Koci/Mueller	Percy Harvin	WR	2012	2014	$145	2013		$0	$0	$0
Koci/Mueller	Brandon Pettigrew	TE	2012	2014	$53	2013		$0	$0	$0
Koci/Mueller	Ryan Fitzpatrick	QB	2011	2013	$21	2013		$0	$0	$0
Koci/Mueller	Montario Hardesty	RB	2012	2014	$6	2013		$0	$0	$0
Koci/Mueller	Brent Celek	TE	2012	2014	$20	2013		$0	$0	$0
Justin	Robert Meachem	WR	2011	2013	$1	2013		$0	$0	$0
Mike	Chris Clemons	DL	2012	2014	$5	2013		$0	$0	$0
Mike	Ryan Lindley	QB	2012	2014	$2	2013		$0	$0	$0
Mike	Ronnie Brown	RB	2012	2013	$17	2013		$0	$0	$0
Keyon	Greg Jennings	WR	2011	2013	$127	2013		$0	$0	$0
Keyon	Lardarius Webb	DB	2012	2014	$8	2013		$0	$0	$0
Jason	Lance Kendricks	TE	2011	2013	$1	2013		$0	$0	$0
Jason	Kendall Hunter	RB	2011	2013	$4	2013		$0	$0	$0
Jason	Steve Smith (STL)	WR	2012	2014	$1	2013		$0	$0	$0
Schexes	Leonard Hankerson	WR	2011	2013	$13	2013		$0	$0	$0
Schexes	Melvin Ingram	DE	2012	2014	$1	2013		$0	$0	$0
Schexes	Stephen Hill	WR	2012	2014	$8	2013		$0	$0	$0
Schexes	Randy Moss	WR	2011	2013	$5	2013		$0	$0	$0
Quinn	Titus Young	WR	2011	2013	$13	2013		$0	$0	$0
Quinn	Donald Brown	RB	2012	2014	$35	2013		$0	$0	$0
Mitch	Trent Cole	DL	2012	2013	$15	2013		$0	$0	$0
Quinn	Kevin Kolb	QB	2013	2013	$6	2013		$0	$0	$0
Keyon	Dustin Keller	TE	2011	2013	$2	2013		$0	$0	$0
Koci/Mueller	Latavius Murray	RB	2013	2013	$2	2013		$0	$0	$0
Brett	Jacob Tamme	TE	2012	2013	$55	2013		$0	$0	$0
Anthony	Tim Tebow	QB	2013	2013	$1	2013		$0	$0	$0
Anthony	Joe McKnight	RB	2012	2013	$5	2013		$0	$0	$0
Anthony	DuJuan Harris	RB	2013	2013	$14	2013		$0	$0	$0
Justin	Desmond Trufant	DB	2013	2013	$1	2013		$0	$0	$0
Justin	D.J. Swearinger	DB	2013	2013	$1	2013		$0	$0	$0
Justin	Darius Slay	DB	2013	2013	$1	2013		$0	$0	$0
Patrick	Terrell Suggs	LB	2013	2013	$4	2013		$0	$0	$0
Patrick	Josh Cribbs	WR	2013	2013	$2	2013		$0	$0	$0
Patrick	Clay Matthews	LB	2013	2013	$7	2013		$0	$0	$0
Patrick	A.J. Hawk	LB	2013	2013	$1	2013		$0	$0	$0
Koci/Mueller	Vince Young	QB	2013	2015	$7	2013		$0	$0	$0
Anthony	Jeff Demps	RB	2012	2014	$3	2013		$0	$0	$0
Keyon	Courtney Upshaw	LB	2012	2014	$1	2013		$0	$0	$0
Koci/Mueller	Brian Robison	DL	FA	2013	$1	2013		$0	$0	$0
Justin	Mike Goodson	RB	2011	2013	$1	2013		$0	$0	$0
Keyon	Kevin Minter	LB	2013	2015	$1	2013		$0	$0	$0
Brett	Quinn Woodson	DB	2013	2013	$1	2013		$0	$0	$0
Jason	Lance Ball	RB	2013	2013	$1	2013		$0	$0	$0
Anthony	Marcus Thigpen	RB	2013	2013	$1	2013		$0	$0	$0
Justin	Pat Angerer	LB	FA	2013	$1	2013		$0	$0	$0
Brett	Cliff Avril	DL	2013	2013	$1	2013		$0	$0	$0
Patrick	Jabaal Sheard	DL/LB	FA	2013	$1	2013		$0	$0	$0
Patrick	Dannell Ellerbe	LB	FA	2013	$1	2013		$0	$0	$0
Brett	Lance Kendricks	TE	2013	2013	$1	2013		$0	$0	$0
Patrick	Tyler Wilson	QB	2013	2015	$5	2013		$0	$0	$0
Brett	Jason Campbell	QB	2013	2013	$1	2013		$0	$0	$0
