"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","Score","%D","ADP","GP","FG%","3PTM","FTM","FT%","PTS","REB","AST","ST","BLK","TO"
"*03r7z*","Norman Powell","MIA","SG,G,SF","147","RMK","32","","1","23/24","74.56","100","101.7","70",".483","169.3","139.4",".813","1056.2","190.6","81.7","43.6","21.8","65.3"
"*051op*","Rui Hachimura","LAL","PF","148","RMK","27","GS Tue 7:00PM","9","TBA","74.45","79","205.2","65",".545","100","102.1",".722","947.7","303.7","78.5","41.9","26.2","47.1"
"*02nfz*","Draymond Green","GS","PF,C","149","Jason","35","@LAL Tue 7:00PM","31","23/24","74.38","100","102.6","65",".495","55.6","77.9",".734","601.6","485.3","389.3","70.8","55.6","166.8"
"*02nf3*","Bradley Beal","LAC","SG,G","150","pat","32","","115","22/24","74.37","100","100.4","60",".500","105.6","108.8",".800","992","240","314.7","58.7","21.3","144"
"*05ujc*","Ayo Dosunmu","CHI","SG,G,SF","151","FA","25","","1","TBA","74.37","100","158","65",".503","116.1","91.9",".820","901.3","196.4","236.9","63.6","34.7","98.2"
"*03xmt*","Guerschon Yabusele","NY","PF,C","152","SyKo","29","","1","TBA","74.09","57","235.6","70",".487","73.6","107.4",".756","710.1","333.7","128.3","51.3","38.5","77"
"*05qtt*","Onyeka Okongwu","ATL","C","153","Justin","24","","52","23/25","73.99","100","76.7","70",".610","30.1","113.8",".781","714.6","466.7","92.4","34","77.8","58.3"
"*0623m*","Keon Ellis","SAC","PG,SG,G","154","SyKo","25","","40","TBA","73.95","95","170.4","70",".454","115.5","76.1",".759","630","252","168","89.3","52.5","78.8"
"*06cc1*","Bilal Coulibaly","WAS","SF,PF","155","Schevin","21","","3","23/25","73.93","100","139.2","65",".429","77.2","115.3",".725","643.7","302.3","128.7","67.2","56","100.8"
"*06ccf*","Ausar Thompson","DET","SF,PF","156","Charles","22","","9","23/25","73.82","100","83.4","65",".500","35.6","82.7",".585","680.7","471.3","141.4","83.8","68.1","99.5"
"*031lv*","Kentavious Caldwell-Pope","MEM","SG,G,SF","157","SyKo","32","","2","22/24","73.72","53","243.1","70",".455","116.7","99.8",".896","700","163.3","163.3","87.5","35","64.2"
"*06v56*","Walter Clayton","UTA","PG,SG,G","158","FA","22","","1","TBA","73.28","41","258.3","70",".457","109.4","116.7",".843","831.3","213.9","286.8","63.2","19.4","102.1"
"*06mkk*","Ryan Dunn","PHO","SF,PF","159","Justin","22","","1","TBA","73.09","81","203.5","70",".462","104.7","109.7",".813","783.6","242.7","182","60.7","30.3","106.2"
"*06mk1*","Zach Edey","MEM","C","160","Luke","23","","28","TBA","72.97","100","115.9","55",".564","25.6","117.6",".729","672.4","445.5","103.1","41.3","70.1","78.4"
"*051pa*","Kevin Porter","MIL","PG,SG,G","161","Li'lSeb","25","","3","TBA","72.96","100","120.9","75",".448","119.8","112",".776","838.5","260.4","317.7","67.7","15.6","182.3"
"*06cby*","Keyonte George","UTA","PG,G","162","Joel","21","","2","23/25","72.87","100","124.6","70",".394","150.5","196.6",".869","1015","215.8","332.5","40.8","5.8","186.7"
"*042n3*","Buddy Hield","GS","PG,SG,G,SF","163","RMK","32","@LAL Tue 7:00PM","31","TBA","72.72","67","225.6","80",".437","175.8","65.9",".877","858.7","224.9","189.1","61.3","35.8","86.9"
"*04jwd*","Royce ONeale","PHO","SF,PF","164","FA","32","","1","TBA","72.56","39","264.1","75",".418","142.5","65",".722","665","350","190","55","40","70"
"*051pi*","Daniel Gafford","DAL","C","165","Mike","27","","45","23/24","72.52","100","128.1","65",".708","0.8","95.9",".660","668.6","465.1","108","54","124.6","62.3"
"*0015e*","Mike Conley","MIN","PG,G","166","Schevin","37","","8","TBA","72.19","55","233.9","70",".449","138.5","94",".889","728","176.9","369.1","70.8","15.2","80.9"
"*042n6*","Jakob Poeltl","TOR","C","167","Charles","29","","24","TBA","72.1","100","66.9","60",".638","1","83.6",".561","749.2","565.5","174","48.3","101.5","101.5"
"*0621g*","Tari Eason","HOU","SF,PF","168","Luke","24","@OKC Tue 4:30PM","4","22/24","71.9","100","114.3","60",".472","54.4","66.3",".676","617.2","437","76.7","88.2","53.7","57.5"
"*02nf7*","Harrison Barnes","SA","SF,PF","169","Schevin","33","","30","22/24","71.74","47","253.6","75",".476","129.9","126",".797","877.5","208.1","84.4","45","11.3","50.6"
"*05uiz*","Quentin Grimes","PHI","SG,G,SF","170","pat","25","","10","23/25","71.54","96","150","70",".377","147","95.3",".781","756.8","190.6","136.1","65.3","16.3","54.4"
"*051ox*","Nickeil Alexander-Walker","ATL","PG,SG,G","171","FA","27","","1","TBA","71.21","45","252.8","80",".447","131.7","72.5",".799","698.7","170.7","197.3","64","42.7","74.7"
"*06mka*","Tristan da Silva","ORL","SF,PF","172","FA","24","","1","TBA","71.11","13","291.7","70",".487","73.6","107.4",".756","710.1","337.9","111.2","42.8","42.8","81.3"
"*05ujq*","Luka Garza","BOS","C","173","FA","26","","1","TBA","70.99","39","263.1","60",".487","90.6","112.4",".707","817","291.3","57","34.8","25.3","47.5"
"*01eo9*","Jrue Holiday","POR","PG,SG,G","174","Jason","35","","31","TBA","70.85","100","124.1","60",".489","116.3","66.7",".850","733.7","299.7","284.2","51.7","41.3","103.3"
"*06218*","Jeremy Sochan","SA","PF,C","175","Mike","22","","2","22/24","70.66","85","191.2","65",".446","57.5","93.1",".767","711.8","390","190.1","48.8","34.1","112.1"
"*06cc0*","Taylor Hendricks","UTA","PF","176","Jason","21","","4","23/25","70.57","94","177.7","60",".457","101.7","79.2",".782","634.5","346.5","63","45","58.5","58.5"
"*06mk8*","Jared McCain","PHI","SG,G","177","Schevin","21","","1","TBA","70.52","80","196","60",".457","101.3","105.8",".825","769.5","225","243","63","22.5","121.5"
"*031mb*","Tim Hardaway","DEN","SG,G,SF","178","FA","33","","1","TBA","70.21","34","278","75",".404","176","121",".852","950","215","130","35","5","60"
"*0621e*","Mark Williams","PHO","C","179","Justin","23","","1","22/24","70.17","100","63.9","50",".634","2.3","116.6",".713","626.3","487.5","56.3","45","56.3","45"
"*05uio*","Moses Moody","GS","SG,G,SF","180","Li'lSeb","23","@LAL Tue 7:00PM","1","TBA","69.64","20","280","70",".451","98","89.8",".798","697.3","260.9","81.3","55.6","34.2","55.6"
"*05qtl*","Cole Anthony","MIL","PG,G","181","RMK","25","","5","23/25","69.35","91","193.9","70",".433","73.5","124.1",".814","700","245","175","50.6","27.2","97.2"
"*03al1*","Marcus Smart","LAL","PG,SG,G","182","Schevin","31","GS Tue 7:00PM","10","TBA","69.08","60","233.8","60",".432","116.6","109.8",".772","774","144","238.5","108","13.5","162"
"*06cc7*","Brandin Podziemski","GS","SG,G,SF","183","Luke","22","@LAL Tue 7:00PM","1","TBA","69.03","100","119.4","70",".451","88.5","66",".657","710.5","439.8","276.3","62","16.9","95.9"
"*06v5e*","Yang Hansen","POR","C","184","FA","20","","1","TBA","68.66","65","223.1","65",".564","22.4","103.3",".732","588.6","393.6","101.1","36.1","57.8","65"
"*04s00*","Duncan Robinson","DET","SG,G,SF","185","pat","31","","1","TBA","67.35","63","229.8","70",".447","173.9","83.4",".892","839.2","171.9","171.9","45.5","15.2","91"
"*0621l*","Walker Kessler","UTA","C","186","Justin","24","","2","22/24","67.17","100","105.2","65",".655","6.6","81.4",".605","642.1","586.4","80.9","35.4","187.1","80.9"
"*048zt*","Derrick Jones","LAC","SF,PF","187","Charles","28","","2","TBA","67.13","18","287","75",".483","76.7","96.3",".715","622.9","244.4","71.9","52.7","47.9","67.1"
"*005ki*","Brook Lopez","LAC","C","188","Mitch","37","","33","TBA","66.88","96","165.8","70",".490","85.2","73.1",".824","587.2","237.2","73.9","27.2","108.9","46.7"
"*051p1*","Brandon Clarke","MEM","PF","189","Luke","29","","1","TBA","66.84","22","276.1","60",".538","27.7","61",".588","596.7","333.3","93.3","46.7","53.3","30"
"*031m4*","Dennis Schroder","SAC","PG,G","190","Li'lSeb","32","","21","TBA","66.53","100","141.4","70",".433","96.6","113.9",".827","751.3","168","326.7","42","14","102.7"
"*043ib*","Dorian Finney-Smith","HOU","SF,PF","191","pat","32","@OKC Tue 4:30PM","1","TBA","66.48","18","287.4","65",".430","96.5","63.9",".720","570.4","287.6","102.4","53.6","34.1","53.6"
"*04qsj*","Bruce Brown","DEN","PG,SG,G","192","pat","29","","1","22/24","66.43","49","250.6","65",".470","47.9","103.3",".836","638.4","258.2","178.4","56.3","18.8","75.1"
"*04qrw*","Kevin Huerter","CHI","SG,G","193","Charles","27","","5","TBA","66.17","43","257.4","65",".449","129.5","54.6",".751","704.2","230.2","176","49.7","22.6","54.2"
"*06mln*","Adem Bona","PHI","C","194","FA","22","","1","TBA","65.75","91","177.3","65",".564","21.3","97.8",".729","559.2","370.5","89.2","34.3","54.9","68.6"
"*06234*","AJ Green","MIL","SG,G","195","FA","26","","1","TBA","65.73","16","287.4","65",".432","174.2","82.2",".863","799","185.1","103.8","36.1","13.5","49.7"
"*05uik*","Ziaire Williams","BKN","SF","196","Mitch","24","","2","TBA","65.65","35","270.2","65",".404","93.4","104.2",".813","690.1","291.1","117.4","56.3","14.1","108"
"*06v5f*","Khaman Maluach","PHO","C","197","FA","19","","1","TBA","65.59","54","235.6","60",".564","20.7","95.3",".731","543.3","363.3","93.3","33.3","53.3","60"
"*06ca9*","Jordan Hawkins","NO","SG,G","198","Schevin","23","","1","23/25","65.49","16","289.2","65",".391","157.3","96.2",".826","774.6","211.3","103.3","28.2","14.1","56.3"
"*05uja*","Miles McBride","NY","PG,SG,G","199","Schevin","25","","3","TBA","65.35","29","275.2","65",".456","131.4","71.8",".833","717.7","121.9","135.4","63.2","9","36.1"
"*04fj8*","Chris Boucher","BOS","PF","200","FA","32","","1","TBA","65.12","91","193.5","60",".509","52.7","116",".777","550","326.7","60","26.7","36.7","50"
"*0017e*","Chris Paul","LAC","PG,G","201","Jason","40","","20","TBA","64.92","96","172.9","70",".453","89.1","65.3",".823","634.7","247.3","424.7","79.3","4.7","84"
"*042n8*","Taurean Prince","MIL","SG,G,SF","202","pat","31","","1","TBA","64.61","17","288.1","75",".454","121.4","62.5",".736","656.3","218.8","109.4","52.1","31.3","67.7"
"*05uij*","Davion Mitchell","MIA","PG,G","203","FA","27","","1","TBA","64.44","100","162.2","75",".478","116.6","87.6",".744","815.6","199.4","253.8","36.3","6","84.6"
"*03wr4*","T.J. McConnell","IND","PG,G","204","Luke","33","","1","TBA","64.37","100","128","75",".549","21.9","69.6",".807","879.4","231.9","455","87.5","8.8","131.3"
"*06ca7*","Cam Whitmore","WAS","SF,PF","205","Luke","21","","1","23/25","64.25","100","146.5","60",".453","107.3","100",".686","780","250","30","43.3","20","66.7"
"*05qtb*","Sam Merrill","CLE","SG,G","206","FA","29","","1","TBA","64.04","14","288.2","70",".410","187.4","67.4",".907","755.4","171.5","151.1","36.8","8.2","40.8"
"*04ewb*","Jonathan Isaac","ORL","PF","207","Schevin","28","","1","TBA","63.97","27","273.2","65",".526","47.4","68.5",".714","453.6","291.8","34.7","49.1","75.1","31.8"
"*042n2*","Kris Dunn","LAC","PG,G","208","Mitch","31","","2","TBA","63.79","43","259.3","70",".475","56.4","57.2",".735","505.4","237","304.1","85","35.8","102.9"
"*05qsl*","Patrick Williams","CHI","SF,PF","209","SyKo","24","","20","23/25","63.77","16","288.2","60",".444","75.4","77.1",".794","570.8","212.5","83.3","50","41.7","70.8"
"*027oo*","Jonas Valanciunas","DEN","C","210","Joel","33","","30","23/24","63.55","66","223.6","75",".562","20.9","95",".790","584.4","421.9","96.9","18.8","40.6","62.5"
"*0621u*","Andrew Nembhard","IND","PG,SG,G","211","RMK","25","","11","TBA","63.52","100","94.3","70",".498","75.6","77.3",".806","772.5","174.8","298.9","78.9","5.6","124.1"
"*04qry*","Grayson Allen","PHO","PG,SG,G","212","Luke","30","","9","TBA","63.52","63","232.1","60",".496","117.6","77.2",".873","588","168","132","40","28","56"
"*05ujt*","Aaron Wiggins","OKC","SG,G,SF","213","Charles","26","HOU Tue 4:30PM","5","TBA","63.48","51","246.2","70",".535","72.7","71.1",".806","632.9","212.3","110.3","65.3","24.5","69.4"
"*02nf9*","Andre Drummond","PHI","C","214","FA","32","","1","TBA","63.07","35","270.5","60",".565","1.2","101.7",".606","531","570","30","57","39","66"
"*062dn*","Julian Champagnie","SA","SF,PF","215","FA","24","","1","TBA","63.04","13","289","70",".420","97.6","72.7",".802","522.7","208.3","93.9","44.9","44.9","57.2"
"*031m9*","Mason Plumlee","CHA","C","216","FA","35","","1","TBA","62.65","18","288.1","60",".604","3.5","121.5",".714","479.5","434","94.5","28","35","63"
"*06cc5*","Anthony Black","ORL","PG,SG,G","217","RMK","21","","3","23/25","62.24","31","270.7","70",".453","60.3","87.5",".638","520.1","213.9","141","58.3","29.2","87.5"
"*06v5g*","Jeremiah Fears","NO","PG,G","218","FA","18","","1","TBA","62.1","37","270.8","65",".457","81.3","86.7",".843","617.5","158.9","213.1","46.9","14.4","75.8"
"*06cc8*","Dereck Lively","DAL","C","219","SyKo","21","","4","23/25","62.07","100","124.4","65",".729","1.7","57.7",".515","577.2","436","66.4","41.5","87.2","58.1"
"*04ewc*","Zach Collins","CHI","PF,C","220","SyKo","27","","27","23/25","61.86","29","271.6","60",".486","39.9","89.3",".727","573.2","272.3","145.7","25.3","38","98.2"
"*0623a*","Scotty Pippen","MEM","PG,G","221","Li'lSeb","24","","1","TBA","61.81","100","150.6","60",".483","69","84.3",".731","560","136.7","200","73.3","26.7","123.3"
"*06cbz*","Brice Sensabaugh","UTA","SF,PF","222","FA","21","","1","TBA","61.78","71","219","70",".418","92.4","87.3",".843","637.4","273.8","158.3","38.5","17.1","124.1"
"*0621t*","Peyton Watson","DEN","SF,PF","223","Charles","23","","1","TBA","61.63","34","266.6","70",".460","45.5","66.5",".670","505.6","245","77.8","42.8","77.8","54.4"
"*06v5u*","Noa Essengue","CHI","SF,PF","224","FA","18","","1","TBA","60.99","12","291.6","70",".487","53.5","78.4",".759","516.4","245.8","96.4","34.2","31.1","56"
"*059g0*","Amir Coffey","MIL","SG,G,SF,PF","225","FA","28","","1","TBA","60.99","8","294","70",".482","76.9","79.6",".824","536.7","210.2","102.9","44.7","22.4","49.2"
"*04yk1*","Haywood Highsmith","BKN","SF,PF","226","FA","28","","1","TBA","60.65","8","294.4","70",".469","82.5","47",".706","481.8","236.8","85.8","57.2","32.7","36.8"
"*06mjv*","Reed Sheppard","HOU","PG,SG,G","227","Luke","21","@OKC Tue 4:30PM","40","TBA","60.13","96","151","60",".457","78.8","82.3",".825","598.5","171.5","196","45.5","14","87.5"
"*05qub*","Isaiah Stewart","DET","C","228","SyKo","24","","1","TBA","60.05","22","275","70",".490","69.4","76",".753","543.1","314.4","69.4","16.3","40.8","69.4"
"*03byk*","Jordan Clarkson","NY","SG,G,SF","229","Schevin","33","","33","23/24","59.64","71","214.9","60",".419","73.3","129.1",".880","726","146.7","220","29.3","3.7","113.7"
"*0621i*","Jake LaRavia","LAL","PF","230","FA","23","GS Tue 7:00PM","1","TBA","59.46","19","281.4","50",".387","64.8","114.3",".803","498.1","183.3","76.4","39.7","18.3","58.1"
"*05qsk*","Isaac Okoro","CHI","SG,G,SF","231","FA","24","","1","TBA","59.3","0","-","60",".487","70","69.6",".682","525","162.5","100","45.8","29.2","45.8"
"*03ad0*","Tyus Jones","ORL","PG,G","232","Mike","29","","60","23/24","59.12","64","225.3","70",".476","75.1","49.4",".830","575.6","128.3","353.9","50.6","11.7","46.7"
"*06mjx*","Ron Holland","DET","SF,PF","233","Mike","20","","3","TBA","59.12","44","257.4","75",".462","73.3","76.1",".804","549","216","99.2","42.5","17.7","56.7"
"*05qzh*","Naji Marshall","DAL","SF,PF","234","Schevin","27","","4","TBA","59.02","43","258.5","65",".464","61.4","67.5",".784","492.9","261.6","132.7","53.1","15.2","68.3"
"*06227*","Ryan Rollins","MIL","PG,G","235","Joel","23","","2","TBA","58.72","20","277","60",".481","32.3","108",".815","437.5","150","127.5","75","32.5","112.5"
"*06mlr*","Jamal Shead","TOR","PG,G","236","FA","23","","1","TBA","58.57","15","288.3","70",".457","74.4","77.7",".825","565.3","165.3","178.5","46.3","16.5","89.3"
"*04jwb*","Luke Kornet","SA","C","237","FA","30","","1","TBA","58.3","28","275.1","70",".671","1.6","67.8",".858","385.8","298.7","77.8","28","71.6","24.9"
"*03e6u*","Bogdan Bogdanovic","LAC","SG,G,SF","238","pat","33","","1","TBA","58.03","21","280.9","60",".431","104.4","67.2",".914","588","129","117","45","12","51"
"*0622a*","Vince Williams","MEM","SG,G","239","Li'lSeb","25","","2","TBA","57.66","18","285","55",".457","59.9","83.4",".798","427.8","216.9","137.5","36.7","27.5","70.3"
"*06v80*","Ryan Kalkbrenner","CHA","C","240","FA","23","","1","TBA","57.55","70","212.2","50",".564","16.4","75.5",".732","430.1","287.6","73.9","26.4","42.2","47.5"
"*051ps*","Terance Mann","BKN","PG,SG,G,SF","241","FA","28","","1","TBA","57.33","22","286","65",".513","62","76.7",".839","567.7","199.3","95.3","34.7","13","39"
"*05qsp*","Isaiah Joe","OKC","PG,SG,G","242","FA","26","HOU Tue 4:30PM","1","TBA","57.3","12","289.4","70",".456","123.6","52.9",".869","574","154","98","38.5","17.5","42"
"*06v55*","Kasparas Jakucionis","MIA","PG,SG,G","243","FA","19","","1","TBA","57.24","6","292.6","60",".457","71.3","76",".842","541.5","139.3","186.8","41.2","12.7","66.5"
"*0529c*","Dean Wade","CLE","PF","244","FA","28","","1","TBA","57.22","8","294","60",".460","86.3","50.7",".749","463.3","223.3","56.7","40","26.7","23.3"
"*06v5v*","Cedric Coward","MEM","SG,G,SF","245","FA","22","","1","TBA","57.18","20","279.5","65",".448","74.8","73.1",".812","526.5","169","130","35.8","19.5","61.8"
"*06cab*","Jarace Walker","IND","PF","246","Li'lSeb","22","","6","23/25","57","29","273.3","55",".430","61.5","61.2",".802","420.9","191.6","119","40.6","31.9","55.2"
"*051oy*","Goga Bitadze","ORL","C","247","Mike","26","","2","TBA","56.92","64","231.3","65",".609","5.5","61.5",".653","352.4","309.1","89.6","31.8","78","49.1"
"*0621y*","Max Christie","DAL","SG,G,SF","248","FA","22","","1","TBA","56.86","38","261.7","70",".437","69","68.6",".800","477.8","220.5","93.9","32.7","28.6","53.1"
"*049ka*","Lonzo Ball","CLE","PG,G","249","Schevin","27","","1","TBA","56.77","92","186.9","55",".457","75.6","43.7",".456","537.8","184.9","215.1","57.1","20.2","94.1"
"*05ux3*","Jordan Goodwin","PHO","PG,G","250","FA","26","","1","TBA","56.51","0","-","60",".402","48.5","52.3",".747","424.3","259.7","183.7","47.5","22.2","63.3"
"*06ccg*","Marcus Sasser","DET","PG,G","251","FA","25","","1","TBA","56.43","4","292.3","65",".420","87.6","65.6",".852","580.1","128.9","227.5","45.5","11.4","87.2"
"*05uj3*","DayRon Sharpe","BKN","C","252","FA","23","","1","TBA","56.03","65","226.7","55",".574","6.2","71.9",".611","413","387","83.1","26","44.2","70.1"
"*02ng3*","Khris Middleton","WAS","SF","253","Schevin","34","","55","23/24","55.89","100","183.5","40",".489","65.6","68.2",".834","566.2","184.9","205.1","34.7","11.6","83.8"
"*06mld*","Jonathan Mogbo","TOR","PF,C","254","FA","23","","1","TBA","55.88","21","281.6","60",".487","48.7","71.1",".756","470.3","223.8","73.7","28.3","28.3","53.8"
"*005l0*","Nicolas Batum","LAC","PF","255","FA","36","","1","TBA","55.46","8","294.4","70",".471","59.9","54.3",".771","374.5","210","101.5","38.5","31.5","35"
"*06mlm*","Oso Ighodaro","PHO","PF,C","256","SyKo","23","","1","TBA","55.37","13","289.5","65",".487","52.8","77",".756","509.5","242.5","89","21.5","21.5","67.5"
"*06ca3*","Julian Strawther","DEN","SG,G,SF","257","FA","23","","1","TBA","55.3","16","288.6","60",".386","91.7","60.7",".785","533.3","143.3","110","36.7","16.7","50"
"*06v5p*","Nolan Traore","BKN","PG,SG,G","258","FA","19","","1","TBA","55.26","0","-","60",".457","67.5","72",".842","513","132","177","39","12","63"
"*0496e*","Alex Caruso","OKC","PG,SG,G,SF","259","SyKo","31","HOU Tue 4:30PM","33","TBA","55.26","87","192.8","55",".455","69.7","40.1",".751","371.6","139.3","130.6","61","37.7","52.3"
"*05qtd*","Nick Richards","PHO","C","260","Jason","27","","8","TBA","55.22","22","282.8","60",".678","1","87.4",".728","430.7","348.3","31.7","15.8","50.7","47.5"
"*042o9*","Georges Niang","UTA","PF","261","FA","32","","1","TBA","55.15","4","293","70",".453","110.4","56.4",".873","606.7","206.1","73.9","23.3","15.6","58.3"
"*06cc2*","Gradey Dick","TOR","SG,G,SF","262","Mike","21","","1","23/25","55.13","66","227.7","60",".438","107.9","67.2",".843","658.7","164.7","82.3","43.3","4.3","65"
"*05uul*","Jose Alvarado","NO","PG,G","263","FA","27","","1","TBA","55.03","42","265","55",".420","79.5","46.2",".737","432.5","133.5","127.7","63.9","17.4","46.4"
